id,key,value,type
364328889,description,Elevator to underground car park,regular
364328889,entrance,yes,regular
364328889,highway,elevator,regular
364874053,city,Fitzroy,addr
364874053,housenumber,206-210,addr
364874053,postcode,3065,addr
364874053,street,Brunswick Street,addr
364874053,amenity,pharmacy,regular
364874053,dispensing,yes,regular
364874053,name,Chemist Warehouse,regular
364874053,opening_hours,Mo-Fr 9:00-21:00; Sa 9:00-17:00; Su 10:00-17:00,regular
364874053,phone,+94172917,regular
364874053,website,http://www.chemistwarehouse.com.au/,regular
367101779,created_by,Merkaartor 0.12,regular
367779685,created_by,Merkaartor 0.12,regular
368117865,city,Fitzroy,addr
368117865,housenumber,376,addr
368117865,postcode,3065,addr
368117865,street,Brunswick Street,addr
368117865,amenity,pub,regular
368117865,name,Bimbo Deluxe,regular
368117865,phone,0394198600,regular
368117865,website,http://www.bimbodeluxe.com.au,regular
368380515,highway,traffic_signals,regular
380063506,amenity,telephone,regular
402501205,amenity,post_box,regular
402501205,operator,Australia Post,regular
452354569,highway,traffic_signals,regular
471341004,barrier,bollard,regular
477304554,barrier,gate,regular
493881504,amenity,place_of_worship,regular
493881504,denomination,uniting,regular
493881504,name,Christ Church Kensington,regular
493881504,religion,christian,regular
496009835,city,North Melbourne,addr
496009835,country,AU,addr
496009835,housenumber,"226,228",addr
496009835,postcode,3051,addr
496009835,street,Errol Street,addr
525341560,barrier,gate,regular
525341560,bicycle,yes,regular
525341560,foot,yes,regular
525341560,horse,yes,regular
525341560,motorcar,yes,regular
525341560,motorcycle,yes,regular
525341560,name,Gate 6,regular
541314232,highway,turning_circle,regular
560988352,name,Stop D17: Collins Landing,regular
560988352,network,PTV - Metropolitan Trams,regular
560988352,operator,Yarra Trams,regular
560988352,public_transport,stop_position,regular
560988352,ref,D17,regular
560988352,tram,yes,regular
565960763,city,North Melbourne,addr
565960763,housenumber,20,addr
565960763,interpolation,even,addr
565960763,postcode,3051,addr
565960763,street,Molesworth Street,addr
567772383,source,nearmap,regular
567772383,traffic_calming,bump,regular
569890844,barrier,gate,regular
571647163,city,Brunswick West,addr
571647163,country,AU,addr
571647163,housenumber,94,addr
571647163,postcode,3055,addr
571647163,street,Collier Crescent,addr
571741491,amenity,telephone,regular
575390875,barrier,gate,regular
575390875,designation,Gate 5,regular
575390875,entrance,yes,regular
575390875,name,Gate 5,regular
575526478,barrier,bollard,regular
575558996,name,South Yarra,regular
575558996,network,PTV - Metropolitan Trains,regular
575558996,operator,Metro Trains Melbourne,regular
575558996,public_transport,stop_position,regular
575558996,ref,SYR,regular
575558996,train,yes,regular
576853304,railway,switch,regular
577449602,housenumber,264-266,addr
577449602,street,Toorak Road,addr
577449602,amenity,restaurant,regular
577449602,cuisine,japanese,regular
577449602,name,Kagu Ra Zaka,regular
577449602,phone,0398272608,regular
579498335,railway,switch,regular
579999037,railway,level_crossing,regular
582223052,railway,level_crossing,regular
582893311,crossing,traffic_signals,regular
582893311,highway,crossing,regular
583447598,barrier,bollard,regular
583447598,source,nearmap,regular
589399136,natural,tree,regular
591199831,barrier,gate,regular
591430826,name,"Stop 5: Flinders Street Station, Swanston Street",regular
591430826,network,PTV - Metropolitan Trams,regular
591430826,operator,Yarra Trams,regular
591430826,public_transport,stop_position,regular
591430826,ref,5,regular
591430826,tram,yes,regular
591883852,amenity,telephone,regular
591883852,internet_access,wlan,regular
591883852,operator,Telstra,regular
591883852,wifi,yes,regular
595564226,amenity,pub,regular
595564226,name,Elms Family Hotel (Permanently closed),regular
598120503,amenity,telephone,regular
599890921,city,Carlton North,addr
599890921,housenumber,382,addr
599890921,postcode,3054,addr
599890921,street,Rathdowne Street,addr
599890921,amenity,fast_food,regular
599890921,name,The Seafood Place,regular
599890921,wheelchair,limited,regular
600744878,housenumber,199,addr
600744878,postcode,3000,addr
600744878,street,Russell Street,addr
600744878,amenity,pub,regular
600744878,name,Exford Hotel,regular
600744878,website,http://www.exfordhotel.com.au/,regular
600744878,wheelchair,yes,regular
603633252,traffic_calming,hump,regular
613367916,city,Fitzroy,addr
613367916,housenumber,186,addr
613367916,postcode,3065,addr
613367916,street,Nicholson Street,addr
613367916,amenity,doctors,regular
613367916,name,Victorian Aboriginal Health Service Co-operative Ltd,regular
613367916,opening_hours,Mo-Th 9:00-17:00; Fr 9:00-16:00; Sa 10:00-12:00,regular
613367916,phone,+94193000,regular
613367916,website,http://www.vahs.org.au,regular
616935421,city,Melbourne,addr
616935421,housenumber,405-411,addr
616935421,postcode,3000,addr
616935421,street,Flinders Lane,addr
616935421,amenity,restaurant,regular
616935421,email,info@thetrust.com.au,contact
616935421,name,The Trust,regular
616935421,phone,+96299300,regular
616935421,website,http://www.thetrust.com.au/,regular
617439485,amenity,cafe,regular
617439485,name,In A Rush Kitchen,regular
617908884,access,gate,regular
620280236,name,Chocolateria San Churro,regular
620280236,opening_hours,Su-Th 10:00-23:00; Fr-Sa 10:00-1:00,regular
620280236,shop,confectionery,regular
622803015,city,Melbourne,addr
622803015,housenumber,575,addr
622803015,postcode,3000,addr
622803015,street,Flinders Lane,addr
622803015,building,retail,regular
622803015,name,Holiday Inn on Flinders,regular
622803015,phone,0396294111,regular
622803015,tourism,hotel,regular
622803015,website,melbourne.holidayinn.com,regular
623878522,housenumber,270-274,addr
623878522,street,Nicholson Street,addr
623878522,name,True Alliance Brand Outlet,regular
623878522,opening_hours,Mo-Sa 10:00-18:00; Su 10:00-17:00,regular
623878522,shop,clothes,regular
624940912,city,Melbourne,addr
624940912,housenumber,502-504,addr
624940912,postcode,3000,addr
624940912,street,Flinders Street,addr
624940912,amenity,pub,regular
624940912,name,Insignia on Flinders,regular
624940912,phone,0396297405,regular
633161939,city,Fitzroy,addr
633161939,housenumber,137,addr
633161939,postcode,3065,addr
633161939,street,Brunswick Street,addr
633161939,name,Free Choice Tobacconist,regular
633161939,shop,tobacco,regular
635544144,city,Melbourne,addr
635544144,housenumber,318,addr
635544144,postcode,3000,addr
635544144,street,William Street,addr
635544144,amenity,restaurant,regular
635544144,name,The Mint,regular
635544144,phone,+96025622,regular
635544144,website,http://www.themint.com.au/,regular
639585791,access,private,regular
639585791,barrier,gate,regular
639585791,source,nearmap,regular
648761765,housenumber,393,addr
648761765,street,Fitzroy Street,addr
648761765,name,Inner City Towing & Smash Repairs,regular
648761765,phone,0394196118,regular
648761765,shop,car_repair,regular
654003759,city,Collingwood,addr
654003759,country,AU,addr
654003759,housenumber,278,addr
654003759,postcode,3066,addr
654003759,state,Victoria,addr
654003759,street,Wellington Street,addr
654003759,shop,vacant,regular
654003759,wheelchair,no,regular
663123803,city,Melbourne,addr
663123803,housenumber,535,addr
663123803,postcode,3000,addr
663123803,street,Little Lonsdale Street,addr
663123803,amenity,restaurant,regular
663123803,name,Grill Room,regular
663123803,phone,0396022228,regular
663936497,amenity,telephone,regular
663936497,internet_access,wlan,regular
663936497,operator,Telstra,regular
663936497,wifi,yes,regular
667222174,housenumber,287,addr
667222174,postcode,3000,addr
667222174,street,King Street,addr
667222174,amenity,pub,regular
667222174,name,The Golden Age,regular
667222174,website,http://www.hotelsophia.com.au/the_golden_age,regular
667680170,city,Melbourne,addr
667680170,housenumber,110,addr
667680170,postcode,3000,addr
667680170,street,Exhibition Street,addr
667680170,name,Flight Centre Southern Cross,regular
667680170,phone,+92994044,regular
667680170,shop,travel_agency,regular
676618750,city,Carlton,addr
676618750,housenumber,62,addr
676618750,postcode,3053,addr
676618750,street,Lygon Street,addr
676618750,amenity,cafe,regular
676618750,internet_access,wlan,regular
676618750,name,Artee Cafe,regular
676618750,phone,+96636263,regular
678344425,housenumber,91,addr
678344425,street,Grattan Street,addr
678344425,atm,yes,regular
678344425,name,Smart Mart,regular
678344425,shop,convenience,regular
686125987,amenity,telephone,regular
702377791,natural,tree,regular
711766687,access,private,regular
711766687,amenity,parking,regular
711766687,name,Entry E,regular
716356419,amenity,telephone,regular
725765645,bus,yes,regular
725765645,highway,bus_stop,regular
725765645,name,Melville Road,regular
725765645,network,PTV - Metropolitan Buses,regular
725765645,operator,Dysons,regular
725765645,public_transport,platform,regular
725765645,route_ref,508,regular
758616922,barrier,gate,regular
767729455,barrier,bollard,regular
767729455,source,nearmap,regular
768252658,city,Melbourne,addr
768252658,housenumber,348,addr
768252658,postcode,3004,addr
768252658,street,St Kilda Road,addr
768252658,amenity,restaurant,regular
768252658,email,book@orienteast.com.au,contact
768252658,cuisine,malaysian,regular
768252658,name,Orient East,regular
768252658,outdoor_seating,yes,regular
768252658,phone,+96852900,regular
768252658,smoking,outside,regular
768252658,website,http://www.orienteast.com.au/,regular
768252658,wheelchair,limited,regular
772402819,city,Brunswick East,addr
772402819,housenumber,128,addr
772402819,postcode,3057,addr
772402819,street,Nicholson Street,addr
772402819,amenity,restaurant,regular
772402819,building,yes,regular
772402819,cuisine,pizza,regular
772402819,name,Iliana Restaurant,regular
772402819,phone,+93810404,regular
781137276,name,Stop 14: Abbotsford Street,regular
781137276,network,PTV - Metropolitan Trams,regular
781137276,operator,Yarra Trams,regular
781137276,public_transport,platform,regular
781137276,ref,14,regular
781137276,route_ref,57,regular
781137276,tram,yes,regular
812680713,city,Melbourne,addr
812680713,postcode,3000,addr
812680713,street,Beaney Lane,addr
812680713,amenity,bar,regular
812680713,name,Spice Market,regular
812680713,phone,+96603777,regular
812680713,website,http://www.spicemarket.net.au/,regular
820788014,city,South Melbourne,addr
820788014,housenumber,60,addr
820788014,postcode,3205,addr
820788014,street,Park Street,addr
820788014,amenity,restaurant,regular
820788014,cuisine,japanese,regular
820788014,name,Tempura Hajime,regular
820788014,outdoor_seating,no,regular
820788014,phone,+96960051‎,regular
820788014,smoking,no,regular
820788014,takeaway,no,regular
820788014,website,http://www.tempurahajime.com/,regular
822465932,railway,crossing,regular
828414268,highway,traffic_signals,regular
831451405,power,tower,regular
831451405,source,nearmap,regular
833656071,natural,tree,regular
833656071,source,nearmap,regular
844360571,name,Myer Furniture Store,regular
844360571,shop,furniture,regular
844490981,crossing,traffic_signals,regular
844490981,highway,crossing,regular
846565378,highway,traffic_signals,regular
869967587,shop,convenience,regular
968356670,amenity,cafe,regular
968356670,name,Melba Café,regular
973252137,leisure,playground,regular
990668796,city,Collingwood,addr
990668796,housenumber,288,addr
990668796,postcode,3066,addr
990668796,street,Smith Street,addr
990668796,amenity,cafe,regular
990668796,name,Rockwell and Sons,regular
990668796,outdoor_seating,yes,regular
990668796,phone,+84150700,regular
990668796,smoking,outside,regular
998806963,city,Brunswick West,addr
998806963,country,AU,addr
998806963,housenumber,168a,addr
998806963,postcode,3055,addr
998806963,street,Melville Road,addr
1005020984,housenumber,4/227,addr
1005020984,street,Collins Street,addr
1005020984,amenity,restaurant,regular
1005020984,website,http://www.omvegetarian.com/,contact
1005020984,cuisine,indian; vegetarian,regular
1005020984,vegetarian,only,diet
1005020984,name,Om,regular
1005020984,opening_hours,11:00-21:00,regular
1005020984,opening_hours,website,source
1010478105,city,Brunswick West,addr
1010478105,country,AU,addr
1010478105,housenumber,20,addr
1010478105,postcode,3055,addr
1010478105,street,Wyall Street,addr
1012054402,city,Carlton,addr
1012054402,country,AU,addr
1012054402,housenumber,444,addr
1012054402,postcode,3053,addr
1012054402,street,Swanston Street,addr
1013066464,city,Brunswick,addr
1013066464,country,AU,addr
1013066464,housenumber,55,addr
1013066464,postcode,3056,addr
1013066464,street,Hope Street,addr
1013066464,building,yes,regular
1015598874,city,Melbourne,addr
1015598874,country,AU,addr
1015598874,housenumber,173,addr
1015598874,postcode,3000,addr
1015598874,street,Swanston Street,addr
1021731064,amenity,cafe,regular
1021731064,name,Romano's Coffee,regular
1025525925,city,Parkville,addr
1025525925,country,AU,addr
1025525925,housenumber,99,addr
1025525925,postcode,3052,addr
1025525925,street,Royal Parade,addr
1027209715,name,TAB,regular
1027209715,shop,bookmaker,regular
1030460058,city,Melbourne,addr
1030460058,country,AU,addr
1030460058,housenumber,341,addr
1030460058,postcode,3000,addr
1030460058,street,Little Bourke Street,addr
1030460058,building,retail,regular
1034437018,city,Essendon,addr
1034437018,country,AU,addr
1034437018,housenumber,300,addr
1034437018,postcode,3040,addr
1034437018,street,Buckley Street,addr
1040122894,amenity,bicycle_parking,regular
1040122894,capacity,40,regular
1040122894,covered,no,regular
1046712346,amenity,bicycle_parking,regular
1055793075,amenity,restaurant,regular
1055793075,cuisine,italian,regular
1055793075,name,Ecco da Nicolini,regular
1055841931,highway,traffic_signals,regular
1072264557,city,Kensington,addr
1072264557,country,AU,addr
1072264557,housenumber,60,addr
1072264557,postcode,3031,addr
1072537121,city,Kensington,addr
1072537121,country,AU,addr
1072537121,housenumber,105,addr
1072537121,postcode,3031,addr
1072537121,street,McConnell Street,addr
1072618097,name,Kensington Eyecare,regular
1072618097,shop,optician,regular
1074085246,city,Fitzroy,addr
1074085246,housenumber,236,addr
1074085246,postcode,3065,addr
1074085246,street,Gertrude Street,addr
1074085246,name,Northside Records,regular
1074085246,opening_hours,Mo-We 11:00-18:00; Th-Fr 11:00-19:00; Sa-Su 11:00-17:00,regular
1074085246,phone,+94177557,regular
1074085246,shop,music,regular
1080052561,housenumber,68,addr
1080052561,street,Lonsdale Street,addr
1080052561,amenity,doctors,regular
1080052561,name,Melbourne City Medical Centre,regular
1080052561,phone,+96399600,regular
1104149817,name,Hot Potatoes Super $2 Shop,regular
1104149817,shop,second_hand,regular
1104149817,wheelchair,limited,regular
1118387675,city,Port Melbourne,addr
1118387675,country,AU,addr
1118387675,housenumber,118,addr
1118387675,postcode,3207,addr
1118387675,state,Victoria,addr
1118387675,street,Bridge Street,addr
1118387675,amenity,cafe,regular
1118387675,cuisine,coffee_shop,regular
1118387675,name,My Sister Says,regular
1118387675,outdoor_seating,yes,regular
1118387675,phone,0\96461117,regular
1118387675,smoking,outside,regular
1118387675,takeaway,yes,regular
1118387675,wheelchair,no,toilets
1118387675,wheelchair,limited,regular
1131857788,housenumber,371,addr
1131857788,street,Clarendon Street,addr
1131857788,name,Red Scissors,regular
1131857788,phone,+96865223,regular
1131857788,shop,hairdresser,regular
1132182092,city,Brunswick West,addr
1132182092,country,AU,addr
1132182092,housenumber,856,addr
1132182092,postcode,3055,addr
1132182092,street,Park Street,addr
1132182092,building,yes,regular
1224869676,barrier,gate,regular
1282403411,amenity,cafe,regular
1282403411,cuisine,Salad,regular
1282403411,name,Nourish Salads,regular
1283618043,highway,traffic_signals,regular
1287463789,button_operated,yes,regular
1287463789,crossing,traffic_signals,regular
1287463789,highway,traffic_signals,regular
1287463789,sound,yes,traffic_signals
1299188402,barrier,gate,regular
1299188402,bicycle,yes,regular
1299188402,foot,yes,regular
1306530083,amenity,post_box,regular
1306530083,operator,Australia Post,regular
1325968217,city,Brunswick East,addr
1325968217,country,AU,addr
1325968217,housenumber,2,addr
1325968217,postcode,3057,addr
1325968217,street,Akeroa Avenue,addr
1325968217,building,yes,regular
1325968217,entrance,yes,regular
1325968217,fixme,position estimated,regular
1327108777,city,Brunswick East,addr
1327108777,housenumber,225,addr
1327108777,postcode,3057,addr
1327108777,street,Nicholson Street,addr
1327108777,building,yes,regular
1327108777,entrance,yes,regular
1327108890,city,Brunswick East,addr
1327108890,country,AU,addr
1327108890,housenumber,5,addr
1327108890,postcode,3057,addr
1327108890,street,Orari Avenue,addr
1327108890,building,yes,regular
1327108890,entrance,yes,regular
1327108890,fixme,position estimated,regular
1350265527,amenity,bench,regular
1458422273,highway,traffic_signals,regular
1463401847,city,Fitzroy,addr
1463401847,housenumber,122,addr
1463401847,postcode,3065,addr
1463401847,street,Gertrude Street,addr
1463401847,name,Since Grey,regular
1463401847,opening_hours,Mo 12:00-18:00; Tu-Sa 11:00-18:00; Su 12:00-17:00,regular
1463401847,phone,+94160458,regular
1463401847,shop,clothes,regular
1463401847,website,http://sincegrey.com,regular
1525908983,highway,traffic_signals,regular
1545387632,natural,tree,regular
1550304859,city,Melbourne,addr
1550304859,country,AU,addr
1550304859,housenumber,55,addr
1550304859,postcode,3032,addr
1550304859,street,The Parade,addr
1550304859,suburb,Ascot Vale,addr
1550304989,city,Melbourne,addr
1550304989,country,AU,addr
1550304989,housenumber,52,addr
1550304989,postcode,3032,addr
1550304989,street,St Leonard's Road,addr
1550304989,suburb,Ascot Vale,addr
1560149472,natural,tree,regular
1587862510,highway,traffic_signals,regular
1629169160,city,Fitzroy North,addr
1629169160,country,AU,addr
1629169160,housenumber,4,addr
1629169160,postcode,3068,addr
1629169160,state,Victoria,addr
1629169160,street,Barkly Street,addr
1629169160,building,yes,regular
1629211296,city,Fitzroy North,addr
1629211296,country,AU,addr
1629211296,housenumber,1,addr
1629211296,postcode,3068,addr
1629211296,state,Victoria,addr
1629211296,street,Barkly Street,addr
1629211296,building,yes,regular
1629217138,city,Fitzroy North,addr
1629217138,country,AU,addr
1629217138,housenumber,169,addr
1629217138,postcode,3068,addr
1629217138,state,Victoria,addr
1629217138,street,Clauscen Street,addr
1629217138,building,yes,regular
1633698135,housenumber,232,addr
1633698135,postcode,3207,addr
1633698135,name,Frank Gordon Estate Agents,regular
1633698135,shop,estate_agent,regular
1668259759,natural,tree,regular
1668345368,natural,tree,regular
1669608412,city,Brunswick East,addr
1669608412,country,AU,addr
1669608412,housenumber,294,addr
1669608412,postcode,3057,addr
1669608412,street,Glenlyon Road,addr
1669608412,building,yes,regular
1669636517,city,Fitzroy North,addr
1669636517,country,AU,addr
1669636517,housenumber,28,addr
1669636517,postcode,3068,addr
1669636517,state,Victoria,addr
1669636517,street,Willowbank Road,addr
1669636517,building,yes,regular
1669859091,city,Fitzroy North,addr
1669859091,country,AU,addr
1669859091,housenumber,2,addr
1669859091,postcode,3068,addr
1669859091,state,Victoria,addr
1669859091,street,Pilkington Street,addr
1669859091,building,yes,regular
1671530118,city,Brunswick East,addr
1671530118,country,AU,addr
1671530118,housenumber,113,addr
1671530118,postcode,3057,addr
1671530118,street,Nicholson Street,addr
1671530118,building,yes,regular
1671541705,city,Brunswick East,addr
1671541705,country,AU,addr
1671541705,housenumber,2A,addr
1671541705,postcode,3057,addr
1671541705,street,Arnold Street,addr
1671541705,building,yes,regular
1671554405,city,Brunswick East,addr
1671554405,country,AU,addr
1671554405,housenumber,22,addr
1671554405,postcode,3057,addr
1671554405,street,Lygon Street,addr
1671554405,building,yes,regular
1671557053,city,Brunswick East,addr
1671557053,country,AU,addr
1671557053,housenumber,92,addr
1671557053,postcode,3057,addr
1671557053,street,Lygon Street,addr
1671557053,building,yes,regular
1671989725,natural,tree,regular
1672010481,natural,tree,regular
1672010596,natural,tree,regular
1681071620,city,Yarraville,addr
1681071620,housenumber,61,addr
1681071620,postcode,3013,addr
1681071620,street,Anderson Street,addr
1681071620,amenity,restaurant,regular
1681071620,cuisine,pizza,regular
1681071620,name,Mad Moose Pizza,regular
1681071620,opening_hours,Fr-Sa 11:00-23:00; Su-Th 11:00-22:00,regular
1681071620,website,http://madmoose.com.au,regular
1691663886,highway,traffic_signals,regular
1759653846,highway,street_lamp,regular
1759653846,source,survey,regular
1761988194,city,Melbourne,addr
1761988194,housenumber,2,addr
1761988194,postcode,3070,addr
1761988194,street,Stanley Street,addr
1761988194,suburb,Northcote,addr
1761988194,building,yes,regular
1761988194,source,survey,regular
1761988244,city,Melbourne,addr
1761988244,housenumber,5,addr
1761988244,postcode,3070,addr
1761988244,street,Leonard Street,addr
1761988244,suburb,Northcote,addr
1761988244,source,survey,regular
1767432050,railway,crossing,regular
1768321122,housenumber,29,addr
1768321173,housenumber,18,addr
1780058074,housenumber,67,addr
1780058124,housenumber,20,addr
1780062865,housenumber,23,addr
1826198578,highway,bus_stop,regular
1842143172,railway,level_crossing,regular
1866661868,amenity,car_wash,regular
1877472375,bench,yes,regular
1877472375,bin,no,regular
1877472375,bus,yes,regular
1877472375,name,Melbourne University,regular
1877472375,network,PTV - Metropolitan Buses,regular
1877472375,not_served_by,403,regular
1877472375,operator,Sita;Dysons,regular
1877472375,public_transport,platform,regular
1877472375,ref,7588,regular
1877472375,route_ref,401;402;546,regular
1877472375,shelter,yes,regular
1877472375,wheelchair,limited,regular
1963988604,city,Brunswick East,addr
1963988604,country,AU,addr
1963988604,housenumber,82A,addr
1963988604,postcode,3057,addr
1963988604,street,John Street,addr
1963988604,building,yes,regular
1964021890,barrier,turnstile,regular
1964021890,entrance,yes,regular
1964023962,entrance,yes,regular
1985198627,city,Brunswick West,addr
1985198627,country,AU,addr
1985198627,housenumber,140,addr
1985198627,postcode,3055,addr
1985198627,state,Victoria,addr
1985198627,street,Dawson Street,addr
1985198627,amenity,cafe,regular
1985198627,internet_access,wlan,regular
1985198627,name,McIver's North Tea and Coffee,regular
1986318044,city,Albert Park?,addr
1986318044,country,AU,addr
1986318044,housenumber,95,addr
1986318044,postcode,3206,addr
1986318044,state,Victoria,addr
1986318044,street,Victoria Avenue,addr
1986318044,amenity,restaurant,regular
1986318044,cuisine,chinese,regular
1986318044,drive_in,no,regular
1986318044,internet_access,no,regular
1986318044,fee,no,internet_access
1986318044,microbrewery,no,regular
1986318044,name,VicAisia,regular
1986318044,outdoor_seating,yes,regular
1986318044,phone,+96902390,regular
1986318044,smoking,separated,regular
1986318044,takeaway,yes,regular
1986318044,wheelchair,no,toilets
1986318044,website,http://www.vicasia.com.au/,regular
1986318044,wheelchair,limited,regular
1989057853,barrier,gate,regular
1998095066,amenity,bicycle_parking,regular
1998095066,capacity,2,regular
2017401834,amenity,bicycle_parking,regular
2017401834,capacity,12,regular
2020813883,highway,traffic_signals,regular
2024786261,city,Fitzroy,addr
2024786261,housenumber,133,addr
2024786261,postcode,3065,addr
2024786261,street,Brunswick Street,addr
2024786261,source,Collected via KeypadMapper,regular
2024786421,city,Melbourne,addr
2024786421,housenumber,688,addr
2024786421,postcode,3000,addr
2024786421,street,Bourke Street,addr
2024786421,source,Collected via KeypadMapper,regular
2029634240,housenumber,11,addr
2029634240,street,Stanley Street,addr
2056959137,city,Fitzroy North,addr
2056959137,country,AU,addr
2056959137,housenumber,150,addr
2056959137,postcode,3068,addr
2056959137,state,Victoria,addr
2056959137,street,Holden Street,addr
2056959137,building,yes,regular
2056989599,city,North Fitzroy,addr
2056989599,country,AU,addr
2056989599,housenumber,41,addr
2056989599,postcode,3068,addr
2056989599,street,Liverpool Street,addr
2056989599,building,yes,regular
2067995526,city,Fitzroy North,addr
2067995526,country,AU,addr
2067995526,housenumber,35,addr
2067995526,postcode,3068,addr
2067995526,state,Victoria,addr
2067995526,street,Batman Street,addr
2067995526,building,yes,regular
2069581657,housenumber,11,addr
2069581657,street,Bedford Street,addr
2090532856,is_in,"Melbourne,Victoria,Australia",regular
2090532856,name,Port Melbourne,regular
2090532856,place,suburb,regular
2090532856,postal_code,3207,regular
2090532856,wikipedia,"en:Port Melbourne, Victoria",regular
2102329926,amenity,drinking_water,regular
2105115007,city,Carlton,addr
2105115007,housenumber,146A,addr
2105115007,postcode,3053,addr
2105115007,street,Elgin Street,addr
2105115007,amenity,embassy,regular
2105115007,country,ES,regular
2105115007,name,Consulate General of Spain,regular
2105115007,es,Consulado General de España,name
2105449021,highway,traffic_signals,regular
2108155854,city,Collingwood,addr
2108155854,housenumber,33,addr
2108155854,postcode,3066,addr
2108155854,street,Johnston Street,addr
2108155854,amenity,cafe,regular
2108155854,internet_access,wlan,regular
2108155854,name,Everyday Coffee,regular
2108155854,phone,+99734159,regular
2108155854,website,http://everyday-coffee.com/,regular
2120443465,city,Fitzroy North,addr
2120443465,country,AU,addr
2120443465,housenumber,226,addr
2120443465,postcode,3068,addr
2120443465,state,Victoria,addr
2120443465,street,Holden Street,addr
2120443465,building,yes,regular
2133002597,city,Collingwood,addr
2133002597,housenumber,83,addr
2133002597,postcode,3066,addr
2133002597,street,Johnston Street,addr
2133002597,name,Collingwood Massage Therapy,regular
2133002597,phone,+94171601,regular
2133002597,shop,massage,regular
2144927711,amenity,vending_machine,regular
2144927711,name,4363,regular
2144927711,operator,City of Port Phillip,regular
2144927711,vending,parking_tickets,regular
2158532163,city,Collingwood,addr
2158532163,housenumber,320,addr
2158532163,postcode,3066,addr
2158532163,street,Wellington Street,addr
2158532163,name,Moroccan Homewares,regular
2158532163,phone,+94160917,regular
2158532163,shop,interior_decoration,regular
2174950801,crossing,traffic_signals,regular
2174950801,highway,traffic_signals,regular
2178100421,housenumber,291/325,addr
2178100421,postcode,3032,addr
2178100421,street,Mount Alexander Road,addr
2178100421,name,Dan Murphy's,regular
2178100421,shop,alcohol,regular
2178100421,website,www.danmurphys.com.au,regular
2187874241,highway,traffic_signals,regular
2189143650,highway,traffic_signals,regular
